종목코드,종목명,대분류,중분류,소분류
347890,엠투아이,제조,의료·정밀기기,"측정, 시험, 항해, 제어 및 기타 정밀기기; 광학기기 제외"
348030,모비릭스,서비스,IT서비스,소프트웨어
348080,큐라티스,일반서비스,건강관리,바이오
348150,고바이오랩,일반서비스,건강관리,바이오
348210,넥스틴,제조,기계·장비,반도체
348340,뉴로메카,제조,기계·장비,특수 목적용 기계
348350,위드텍,제조,의료·정밀기기,"측정, 시험, 항해, 제어 및 기타 정밀기기; 광학기기 제외"
348370,엔켐,제조,화학,화학
351320,넥사다이내믹스,제조,기계·장비,특수 목적용 기계
351330,이삭엔지니어링,서비스,IT서비스,소프트웨어
351870,차이커뮤니케이션,일반서비스,미디어/엔터,광고/마케팅
352090,스톰테크,제조,화학,플라스틱제품
352480,씨앤씨인터내셔널,제조,화학,화장품
352700,씨앤투스,제조,화학,화학섬유
352770,셀레스트라,일반서비스,일반서비스,의료용품 및 기타 의약 관련제품
352820,하이브,오락·문화,오락·문화,오디오물 출판 및 원판 녹음
352910,오비고,서비스,IT서비스,소프트웨어
352940,인바이오,제조,화학,"비료, 농약 및 살균, 살충제"
353190,휴럼,제조,음식료·담배,기타 식품
353200,대덕전자,제조,전기·전자,전자부품
35320K,대덕전자1우,제조,전기·전자,전기·전자
353590,오토앤,유통,유통,자동차 부품 및 내장품 판매
353810,이지바이오,제조,음식료·담배,동물용 사료 및 조제식품
354200,엔젠바이오,일반서비스,일반서비스,"그외 기타 전문, 과학 및 기술 서비스"
354320,알멕,제조,금속,비철금속
355150,코스텍시스,제조,전기·전자,반도체
355390,크라우드웍스,서비스,IT서비스,소프트웨어
355690,에이텀,제조,전기·전자,전자부품
356680,엑스게이트,서비스,IT서비스,소프트웨어
356860,티엘비,제조,전기·전자,전자부품
356890,싸이버원,서비스,IT서비스,소프트웨어
357230,에이치피오,제조,음식료·담배,기타 식품
357550,석경에이티,제조,화학,화학
357580,아모센스,제조,전기·전자,전자부품
357780,솔브레인,제조,화학,디스플레이
357880,SKAI,서비스,IT서비스,소프트웨어
358570,지아이이노베이션,일반서비스,건강관리,바이오
359090,씨엔알리서치,일반서비스,일반서비스,"그외 기타 전문, 과학 및 기술 서비스"
360070,탑머티리얼,제조,전기·전자,이차전지
360350,코셈,제조,의료·정밀기기,"측정, 시험, 항해, 제어 및 기타 정밀기기; 광학기기 제외"
361390,제노코,제조,전기·전자,통신장비
361570,알비더블유,오락·문화,오락·문화,오디오물 출판 및 원판 녹음
361610,SK아이이테크놀로지,제조,전기·전자,이차전지
361670,삼영에스앤씨,제조,전기·전자,전자부품
362320,청담글로벌,유통,생활소비재,화장품
362990,드림인사이트,일반서비스,미디어/엔터,광고/마케팅
363250,진시스템,제조,의료·정밀기기,의료기기
363260,모비데이즈,일반서비스,미디어/엔터,광고/마케팅
363280,티와이홀딩스,금융,금융,기타 금융
36328K,티와이홀딩스우,금융,금융,금융
364950,에이아이코리아,제조,기계·장비,이차전지
365270,큐라클,일반서비스,건강관리,바이오
365330,에스와이스틸텍,제조,금속,"구조용 금속제품, 탱크 및 증기발생기"
365340,성일하이텍,제조,화학,화학
365590,하이딥,제조,전기·전자,반도체
365900,브이씨,제조,기타제조,운동 및 경기용구
366030,공구우먼,제조,섬유·의류,섬유/의류
367000,플래티어,서비스,IT서비스,소프트웨어
368600,아이씨에이치,제조,전기·전자,전자부품
368770,파이버프로,제조,의료·정밀기기,"측정, 시험, 항해, 제어 및 기타 정밀기기; 광학기기 제외"
368970,오에스피,제조,음식료·담배,동물용 사료 및 조제식품
369370,블리츠웨이엔터테인먼트,오락·문화,오락·문화,창작 및 예술관련 서비스
370090,퓨런티어,제조,의료·정밀기기,전자부품
371950,풍원정밀,제조,전기·전자,전자부품
372170,윤성에프앤씨,제조,기계·장비,이차전지
372320,큐로셀,일반서비스,건강관리,바이오
372800,아이티아이즈,서비스,IT서비스,소프트웨어
372910,한컴라이프케어,제조,의료·정밀기기,의료기기
373110,엑셀세라퓨틱스,제조,제약,기초 의약물질
373160,데이원컴퍼니,일반서비스,일반서비스,기타 교육기관
373170,엠아이큐브솔루션,서비스,IT서비스,소프트웨어
373200,엑스플러스,제조,기타제조,그외 기타 제품
373220,LG에너지솔루션,제조,전기·전자,이차전지
375500,DL이앤씨,건설,건설,건설
37550K,DL이앤씨우,건설,건설,건설
376180,피코그램,제조,기타제조,그외 기타 제품
376270,HEM파마,일반서비스,건강관리,바이오
376290,씨유테크,제조,전기·전자,전자부품
376300,디어유,서비스,IT서비스,소프트웨어
376900,로킷헬스케어,제조,제약,의료용품 및 기타 의약 관련제품
376930,노을,제조,의료·정밀기기,의료기기
376980,원티드랩,서비스,IT서비스,소프트웨어
377030,비트맥스,서비스,IT서비스,소프트웨어
377220,프롬바이오,제조,음식료·담배,기타 식품
377300,카카오페이,금융,금융,금융 지원 서비스
377330,이지트로닉스,제조,전기·전자,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치"
377450,리파인,기타,기타,기타 정보 서비스
377460,위니아에이드,일반서비스,일반서비스,개인 및 가정용품 수리
377480,마음AI,서비스,IT서비스,소프트웨어
377740,바이오노트,제조,제약,의료용품 및 기타 의약 관련제품
378340,필에너지,제조,기계·장비,이차전지
378800,샤페론,제조,제약,바이오
378850,화승알앤에이,제조,운송장비·부품,자동차부품
380540,옵티코어,제조,전기·전자,마그네틱 및 광학 매체
380550,뉴로핏,서비스,IT서비스,소프트웨어
381620,제닉스로보틱스,제조,기계·장비,특수 목적용 기계
381970,케이카,유통,유통,자동차 판매
382150,온코크로스,일반서비스,건강관리,바이오
382480,지아이텍,제조,기계·장비,특수 목적용 기계
382800,지앤비에스 에코,제조,기계·장비,특수 목적용 기계
382840,원준,제조,기계·장비,이차전지
382900,범한퓨얼셀,제조,전기·전자,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치"
383220,F&F,제조,섬유·의류,섬유/의류
383310,에코프로에이치엔,제조,화학,기타 화학제품
383800,LX홀딩스,금융,금융,기타 금융
38380K,LX홀딩스1우,금융,금융,금융
383930,디티앤씨알오,일반서비스,건강관리,바이오
384470,코어라인소프트,서비스,IT서비스,소프트웨어
387570,파인메딕스,제조,의료·정밀기기,의료기기
388050,지투파워,제조,전기·전자,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치"
388210,씨엠티엑스,제조,전기·전자,전자부품
388610,지에프씨생명과학,제조,화학,기타 화학제품
388720,유일로보틱스,제조,기계·장비,특수 목적용 기계
388790,라이콤,제조,전기·전자,통신장비
388870,파로스아이바이오,일반서비스,건강관리,바이오
389020,자람테크놀로지,제조,전기·전자,반도체
389030,지니너스,일반서비스,건강관리,바이오
389140,포바이포,오락·문화,미디어/엔터,미디어/콘텐츠
389260,대명에너지,건설,건설,건설
389470,인벤티지랩,일반서비스,건강관리,바이오
389500,에스비비테크,제조,기계·장비,일반 목적용 기계
389650,넥스트바이오메디컬,제조,의료·정밀기기,의료기기
389680,유디엠텍,서비스,IT서비스,소프트웨어
391710,코닉오토메이션,제조,기계·장비,특수 목적용 기계
393210,토마토시스템,서비스,IT서비스,소프트웨어
393890,더블유씨피,제조,전기·전자,이차전지
393970,대진첨단소재,제조,화학,이차전지
394280,오픈엣지테크놀로지,서비스,IT서비스,소프트웨어
394800,쓰리빌리언,일반서비스,건강관리,바이오
396270,넥스트칩,제조,전기·전자,반도체
396300,세아메카닉스,제조,금속,금속가공
396470,워트,제조,기계·장비,특수 목적용 기계
397030,에이프릴바이오,일반서비스,건강관리,바이오
397810,애드포러스,일반서비스,미디어/엔터,광고/마케팅
398120,에스지헬스케어,제조,의료·정밀기기,의료기기
399720,가온칩스,제조,전기·전자,반도체
402030,코난테크놀로지,서비스,IT서비스,소프트웨어
402340,SK스퀘어,금융,금융,기타 금융
402490,그린리소스,제조,전기·전자,반도체
403490,우듬지팜,제조,음식료·담배,"과실, 채소 가공 및 저장 처리"
403550,쏘카,일반서비스,일반서비스,운송장비 임대
403850,더핑크퐁컴퍼니,오락·문화,미디어/엔터,미디어/콘텐츠
403870,HPSP,제조,기계·장비,특수 목적용 기계
405000,플라즈맵,제조,의료·정밀기기,의료기기
405100,큐알티,일반서비스,전기·전자,반도체
405920,나라셀라,유통,음식료·담배,음식료
406820,뷰티스킨,제조,화학,화장품
407400,꿈비,제조,기타제조,가구
408900,스튜디오미르,오락·문화,미디어/엔터,미디어/콘텐츠
408920,메쎄이상,일반서비스,일반서비스,기타 사지원 서비스
411080,샌즈랩,서비스,IT서비스,소프트웨어
412350,레이저쎌,제조,기계·장비,특수 목적용 기계
412540,제일엠앤에스,제조,기계·장비,이차전지
413390,엠오티,제조,기계·장비,이차전지
413630,씨피시스템,제조,화학,플라스틱제품
413640,비아이매트릭스,서비스,IT서비스,소프트웨어
415380,스튜디오삼익,유통,유통,기타 생활용품 소매
416180,신성에스티,제조,운송장비·부품,자동차부품
417010,나노팀,제조,기계·장비,일반 목적용 기계
417180,핑거스토리,기타,기타,기타 정보 서비스
417200,LS머트리얼즈,제조,전기·전자,전자부품
417500,제이아이테크,제조,화학,반도체
417790,트루엔,제조,전기·전자,가전/전자제품
417840,저스템,제조,기계·장비,반도체
417860,오브젠,서비스,IT서비스,소프트웨어
417970,모델솔루션,제조,기계·장비,특수 목적용 기계
418250,시큐레터,서비스,IT서비스,소프트웨어
418420,라온텍,제조,전기·전자,전자부품
418470,KT밀리의서재,기타,기타,"서적, 잡지 및 기타 인쇄물 출판"
418550,제이오,일반서비스,일반서비스,"건축기술, 엔지니어링 및 관련 기술 서비스"
418620,E8,서비스,IT서비스,소프트웨어
419050,삼기에너지솔루션즈,제조,운송장비·부품,자동차부품
419080,엔젯,제조,기계·장비,특수 목적용 기계
419120,산돌,서비스,IT서비스,소프트웨어
419530,SAMG엔터,오락·문화,미디어/엔터,미디어/콘텐츠
419540,비스토스,제조,의료·정밀기기,의료기기
420570,제이투케이바이오,제조,화학,화장품
420770,기가비스,제조,기계·장비,반도체
424760,벨로크,서비스,IT서비스,소프트웨어
424870,이뮨온시아,일반서비스,건강관리,바이오
424960,스마트레이더시스템,제조,의료·정밀기기,"측정, 시험, 항해, 제어 및 기타 정밀기기; 광학기기 제외"
424980,마이크로투나노,제조,전기·전자,반도체
425040,티이엠씨,제조,화학,화학
425420,티에프이,제조,전기·전자,전자부품
429270,시지트로닉스,제조,전기·전자,반도체
430690,한싹,서비스,IT서비스,소프트웨어
431190,케이쓰리아이,서비스,IT서비스,소프트웨어
432430,와이랩,오락·문화,미디어/엔터,미디어/콘텐츠
432470,케이엔에스,제조,기계·장비,이차전지
432720,퀄리타스반도체,제조,전기·전자,반도체
432980,엠에프씨,제조,제약,제약
434480,모니터랩,서비스,IT서비스,소프트웨어
435570,에르코스,제조,음식료·담배,도시락 및 식사용 조리식품
437730,삼현,제조,운송장비·부품,자동차부품
438700,버넥트,서비스,IT서비스,소프트웨어
439090,마녀공장,제조,화학,화장품
439260,대한조선,제조,운송장비·부품,조선
439580,블루엠텍,유통,건강관리,제약
440110,파두,제조,전기·전자,반도체
440290,HB인베스트먼트,금융,금융,기타 금융
440320,오픈놀,서비스,IT서비스,소프트웨어
441270,파인엠텍,제조,전기·전자,전자부품
443060,HD현대마린솔루션,일반서비스,일반서비스,"건축기술, 엔지니어링 및 관련 기술 서비스"
443250,레뷰코퍼레이션,일반서비스,미디어/엔터,광고/마케팅
443670,에스피소프트,유통,유통,상품 중개
444530,심플랫폼,서비스,IT서비스,소프트웨어
445090,에이직랜드,제조,전기·전자,반도체
445180,퓨릿,제조,화학,화학
445680,큐리옥스바이오시스템즈,제조,의료·정밀기기,의료기기
446070,유니드비티플러스,제조,종이·목재,제재 및 목재 가공
446540,메가터치,제조,전기·전자,이차전지
446840,지슨,제조,의료·정밀기기,"측정, 시험, 항해, 제어 및 기타 정밀기기; 광학기기 제외"
448280,에코아이,일반서비스,일반서비스,기타 전문 서비스
448710,코츠테크놀로지,제조,전기·전자,컴퓨터 및 주변장치
448900,한국피아이엠,제조,운송장비·부품,자동차부품
450080,에코프로머티,제조,전기·전자,이차전지
450330,하스,제조,제약,의료용품 및 기타 의약 관련제품
450520,인스웨이브,서비스,IT서비스,소프트웨어
450950,아스테라시스,제조,의료·정밀기기,의료기기
451220,아이엠티,제조,기계·장비,특수 목적용 기계
451250,삐아,제조,화학,화장품
451760,컨텍,서비스,IT서비스,소프트웨어
452160,제이엔비,제조,기계·장비,특수 목적용 기계
452190,한빛레이저,제조,기계·장비,특수 목적용 기계
452200,민테크,제조,의료·정밀기기,이차전지
452260,한화갤러리아,유통,유통,유통
45226K,한화갤러리아우,유통,유통,유통
452280,한선엔지니어링,제조,금속,금속가공
452300,캡스톤파트너스,금융,금융,기타 금융
452400,이닉스,제조,운송장비·부품,자동차부품
452430,사피엔반도체,제조,전기·전자,반도체
452450,피아이이,제조,기계·장비,특수 목적용 기계
453340,현대그린푸드,유통,유통,유통
453450,그리드위즈,일반서비스,일반서비스,"그외 기타 전문, 과학 및 기술 서비스"
453860,에이에스텍,제조,화학,기타 화학제품
454910,두산로보틱스,제조,기계·장비,특수 목적용 기계
455180,케이지에이,제조,기계·장비,이차전지
455900,엔젤로보틱스,제조,기계·장비,특수 목적용 기계
456010,아이씨티케이,제조,전기·전자,반도체
456040,OCI,제조,화학,화학
456070,이엔셀,제조,제약,제약
456160,지투지바이오,제조,제약,제약
457190,이수스페셜티케미컬,제조,화학,화학
457370,한켐,제조,화학,화학
457550,우진엔텍,일반서비스,일반서비스,"그외 기타 전문, 과학 및 기술 서비스"
457600,벡트,제조,전기·전자,가전/전자제품
458350,에스팀,일반서비스,일반서비스,기타 사지원 서비스
458650,성우,제조,전기·전자,이차전지
458870,씨어스테크놀로지,제조,의료·정밀기기,의료기기
459100,위츠,제조,전기·전자,전자부품
459510,나우로보틱스,제조,기계·장비,특수 목적용 기계
459550,알트,제조,전기·전자,통신장비
460470,아이빔테크놀로지,제조,의료·정밀기기,사진장비 및 광학기기
460850,동국씨엠,제조,금속,철강
460860,동국제강,제조,금속,철강
460870,에스엠씨지,제조,비금속,화장품
460930,현대힘스,제조,운송장비·부품,조선
460940,피앤에스로보틱스,제조,의료·정밀기기,의료기기
461030,아이엠비디엑스,일반서비스,건강관리,바이오
461300,아이스크림미디어,서비스,IT서비스,소프트웨어
462310,뉴키즈온,제조,섬유·의류,섬유/의류
462350,이노스페이스,제조,운송장비·부품,"항공기,우주선 및 부품"
462510,라메디텍,제조,의료·정밀기기,의료기기
462520,조선내화,제조,비금속,"내화, 비내화 요제품"
462860,더즌,기타,기타,전기 통신
462870,시프트업,IT 서비스,IT서비스,소프트웨어
462980,아이지넷,기타,기타,기타 정보 서비스
463020,뉴엔AI,서비스,IT서비스,소프트웨어
463480,모티브링크,제조,전기·전자,전자부품
464080,에스오에스랩,제조,의료·정밀기기,"측정, 시험, 항해, 제어 및 기타 정밀기기; 광학기기 제외"
464280,티디에스팜,제조,제약,제약
464490,쿼드메디슨,제조,제약,제약
464500,아이언디바이스,제조,전기·전자,반도체
464580,닷밀,오락·문화,미디어/엔터,미디어/콘텐츠
465480,인스피언,서비스,IT서비스,소프트웨어
465770,STX그린로지스,운송·창고,운송·창고,해운
466100,클로봇,서비스,IT서비스,소프트웨어
466410,사이냅소프트,서비스,IT서비스,소프트웨어
468530,프로티나,일반서비스,건강관리,바이오
469610,이노테크,제조,기계·장비,특수 목적용 기계
469750,아이비젼웍스,제조,기계·장비,이차전지
471820,셀로맥스사이언스,제조,음식료·담배,기타 식품
472850,폰드그룹,유통,섬유·의류,섬유/의류
473980,노머스,오락·문화,오락·문화,창작 및 예술관련 서비스
474170,루미르,제조,운송장비·부품,"항공기,우주선 및 부품"
474610,RF시스템즈,제조,금속,금속가공
474650,링크솔루션,제조,기계·장비,특수 목적용 기계
475150,SK이터닉스,건설,건설,건설
475230,엔알비,제조,금속,금속가공
475400,씨메스,제조,기계·장비,특수 목적용 기계
475430,키스트론,제조,전기·전자,전자부품
475460,미트박스,기타,기타,기타 정보 서비스
475560,더본코리아,유통,유통,상품 종합 도매
475580,에이럭스,제조,기타제조,그외 기타 제품
475660,에스켐,제조,화학,디스플레이
475830,오름테라퓨틱,제조,제약,바이오
475960,토모큐브,제조,의료·정밀기기,사진장비 및 광학기기
476040,오가노이드사이언스,일반서비스,건강관리,바이오
476060,온코닉테라퓨틱스,일반서비스,건강관리,바이오
476080,M83,오락·문화,미디어/엔터,미디어/콘텐츠
476830,알지노믹스,일반서비스,건강관리,바이오
478340,나라스페이스테크놀로지,제조,운송장비·부품,"항공기,우주선 및 부품"
478560,블랙야크아이앤씨,제조,섬유·의류,신발 및 신발 부분품
479960,위너스,제조,전기·전자,기타 전기장비
480370,씨케이솔루션,건설,건설,"건축기술, 엔지니어링 및 관련 기술 서비스"
481070,에이유브랜즈,유통,섬유·의류,섬유/의류
482630,삼양엔씨켐,제조,화학,반도체
483650,달바글로벌,제조,화학,화장품
484120,도우인시스,제조,전기·전자,전자부품
484590,삼양컴텍,제조,금속,무기 및 총포탄
484810,티엑스알로보틱스,제조,기계·장비,일반 목적용 기계
484870,엠앤씨솔루션,제조,기계·장비,특수 목적용 기계
486990,노타,서비스,IT서비스,소프트웨어
487570,HS효성,금융,금융,기타 금융
488280,에스투더블유,서비스,IT서비스,소프트웨어
488900,비츠로넥스텍,제조,운송장비·부품,"항공기,우주선 및 부품"
489460,바이오비쥬,제조,화학,기타 화학제품
489500,엘케이켐,제조,화학,반도체
489790,한화비전,제조,전기·전자,통신장비
490470,세미파이브,일반서비스,전기·전자,반도체
491000,리브스메드,제조,의료·정밀기기,의료기기
493280,아이엠바이오로직스,일반서비스,건강관리,바이오
493330,지에프아이,제조,기계·장비,이차전지
494120,큐리오시스,제조,의료·정밀기기,사진장비 및 광학기기
499790,GS피앤엘,금융,금융,기타 금융
